book1	chapter1	verse1	book2	chapter2	verse2	similarity
Numeri	5	1	Ezechiel	21	6	80
Ezechiel	18	1	Sacharia	7	8	80
Leviticus	22	33	Leviticus	25	38	69
Reges_I	22	39	Reges_II	15	21	70
Numeri	15	37	Numeri	31	25	100
Exodus	31	1	Numeri	25	10	100
Jeremia	18	5	Ezechiel	13	1	100
Ezechiel	28	20	Ezechiel	33	1	100
Exodus	30	18	Exodus	40	7	67
Leviticus	10	8	Ezechiel	28	11	80
Leviticus	17	1	Numeri	16	20	83
Numeri	10	1	Numeri	35	9	100
Reges_I	2	14	Ezechiel	21	6	75
Leviticus	17	1	Numeri	3	11	100
Leviticus	14	33	Numeri	34	16	83
Ezechiel	6	1	Ezechiel	35	1	100
Numeri	20	7	Reges_I	6	11	67
Leviticus	23	5	Numeri	28	16	75
Deuteronomium	2	17	Sacharia	7	8	80
Jeremia	2	1	Ezechiel	28	11	100
Leviticus	23	9	Reges_I	6	11	67
Exodus	30	17	Leviticus	23	1	100
Exodus	39	42	Numeri	8	20	75
Reges_II	21	9	Chronica_II	33	9	79
Psalmi	57	11	Psalmi	108	5	78
Leviticus	23	26	Ezechiel	15	1	80
Leviticus	5	14	Leviticus	21	16	100
Numeri	6	1	Numeri	10	1	100
Exodus	40	1	Ezechiel	17	1	80
Jeremia	2	1	Ezechiel	28	1	100
Leviticus	6	1	Jeremia	18	5	80
Exodus	31	12	Numeri	15	37	100
Exodus	30	22	Ezechiel	20	2	80
Numeri	28	1	Ezechiel	11	14	80
Exodus	28	29	Exodus	28	30	71
Leviticus	15	1	Jeremia	16	1	67
Numeri	17	1	Numeri	18	25	100
Reges_II	15	34	Reges_II	24	19	73
Exodus	6	10	Numeri	6	22	100
Numeri	15	1	Ezechiel	7	1	80
Leviticus	3	4	Leviticus	7	4	100
Psalmi	8	1	Psalmi	21	1	71
Exodus	37	4	Exodus	38	6	67
Samuel_II	22	39	Psalmi	18	39	75
Numeri	3	44	Numeri	34	16	100
Numeri	18	25	Jeremia	18	5	80
Jeremia	24	4	Ezechiel	23	1	100
Numeri	7	40	Numeri	7	46	100
Deuteronomium	2	17	Deuteronomium	18	17	67
Leviticus	23	9	Numeri	8	23	100
Numeri	31	1	Sacharia	8	1	67
Leviticus	15	1	Numeri	8	1	83
Exodus	30	17	Numeri	34	16	100
Ezechiel	21	1	Ezechiel	21	6	100
Exodus	31	1	Numeri	4	17	83
Leviticus	4	1	Leviticus	20	1	100
Numeri	7	15	Numeri	7	63	100
Ezechiel	28	11	Psalmi	119	57	67
Jeremia	35	12	Ezechiel	17	1	80
Leviticus	7	22	Numeri	4	21	100
Exodus	7	8	Numeri	17	1	67
Reges_I	16	14	Reges_II	24	5	76
Numeri	6	22	Ezechiel	38	1	80
Leviticus	22	26	Numeri	8	5	100
Numeri	17	1	Ezechiel	12	17	80
Jeremia	29	30	Jeremia	32	26	100
Leviticus	5	20	Jeremia	35	12	67
Numeri	14	26	Ezechiel	22	17	67
Reges_I	6	11	Ezechiel	6	1	80
Leviticus	8	1	Numeri	15	1	100
Numeri	8	1	Ezechiel	21	23	80
Leviticus	17	1	Sacharia	4	8	80
Exodus	35	9	Exodus	35	27	70
Leviticus	18	1	Numeri	5	11	100
Numeri	17	16	Jeremia	33	19	67
Jeremia	24	4	Jona	3	1	67
Ezechiel	21	23	Sacharia	8	18	80
Reges_I	14	19	Reges_II	15	15	75
Leviticus	4	1	Leviticus	23	23	100
Reges_I	8	17	Chronica_II	6	7	100
Leviticus	22	1	Numeri	25	10	100
Numeri	7	16	Numeri	7	22	100
Numeri	2	1	Ezechiel	37	15	67
Ezechiel	16	1	Ezechiel	27	1	100
Leviticus	17	1	Numeri	31	1	100
Psalmi	105	15	Chronica_I	16	22	100
Ezechiel	17	11	Ezechiel	22	23	100
Numeri	14	26	Numeri	17	9	83
Psalmi	118	2	Psalmi	118	3	67
Josua	19	16	Josua	19	23	67
Numeri	7	20	Numeri	7	74	100
Leviticus	22	1	Sacharia	8	1	67
Leviticus	24	13	Sacharia	8	1	67
Numeri	7	64	Numeri	7	82	100
Reges_I	17	8	Jeremia	13	3	80
Numeri	3	11	Ezechiel	24	20	80
Leviticus	15	22	Leviticus	15	27	79
Numeri	16	20	Ezechiel	12	17	67
Leviticus	17	1	Numeri	34	16	100
Exodus	25	1	Leviticus	6	12	100
Exodus	40	1	Leviticus	23	1	100
Leviticus	22	1	Numeri	8	5	100
Leviticus	22	26	Numeri	14	26	83
Leviticus	22	17	Jeremia	35	12	67
Leviticus	10	8	Numeri	19	1	83
Exodus	30	17	Ezechiel	35	1	80
Leviticus	4	1	Leviticus	24	1	100
Exodus	29	10	Leviticus	8	18	67
Leviticus	27	1	Numeri	6	22	100
Leviticus	23	26	Numeri	4	17	83
Leviticus	23	1	Numeri	3	5	100
Numeri	17	1	Ezechiel	33	1	80
Numeri	5	5	Numeri	17	16	100
Numeri	27	15	Sacharia	6	9	80
Exodus	7	8	Leviticus	23	1	67
Leviticus	23	33	Numeri	16	20	83
Leviticus	5	20	Numeri	31	1	100
Exodus	40	25	Numeri	8	3	69
Exodus	27	19	Exodus	38	20	70
Numeri	4	17	Ezechiel	22	1	67
Numeri	6	22	Ezechiel	33	23	80
Ezechiel	26	1	Ezechiel	30	20	77
Numeri	14	26	Numeri	27	6	67
Samuel_I	15	10	Ezechiel	36	16	80
Deuteronomium	18	17	Ezechiel	22	17	67
Exodus	30	22	Leviticus	22	26	100
Exodus	25	1	Numeri	18	25	100
Samuel_I	8	7	Samuel_I	8	19	72
Numeri	15	17	Jeremia	1	4	80
Numeri	34	1	Ezechiel	17	1	80
Psalmi	40	17	Psalmi	70	5	69
Ezechiel	12	21	Psalmi	119	57	67
Numeri	15	1	Jeremia	32	26	67
Genesis	10	14	Chronica_I	1	12	100
Ezechiel	18	7	Ezechiel	18	16	73
Samuel_II	22	6	Psalmi	18	6	100
Ezechiel	17	11	Ezechiel	22	17	100
Leviticus	5	14	Ezechiel	17	11	80
Numeri	5	5	Jesaia	38	4	67
Numeri	3	5	Numeri	18	25	100
Ezechiel	24	1	Ezechiel	29	1	82
Psalmi	20	1	Psalmi	52	1	67
Leviticus	23	1	Ezechiel	14	2	80
Jesaia	38	4	Ezechiel	28	11	80
Numeri	31	1	Ezechiel	12	17	80
Exodus	40	1	Numeri	3	11	100
Numeri	3	44	Jeremia	32	6	67
Leviticus	23	26	Numeri	8	23	100
Exodus	26	31	Exodus	36	35	92
Leviticus	10	8	Numeri	10	1	67
Numeri	3	5	Jeremia	18	5	80
Jesaia	7	10	Ezechiel	16	1	67
Leviticus	27	1	Jesaia	38	4	67
Leviticus	20	1	Ezechiel	21	6	80
Leviticus	19	1	Jeremia	32	26	67
Leviticus	23	1	Numeri	17	9	100
Numeri	10	1	Ezechiel	16	1	80
Leviticus	15	1	Numeri	3	11	83
Jeremia	1	4	Sacharia	7	4	80
Numeri	7	46	Numeri	7	82	100
Psalmi	4	1	Psalmi	140	1	71
Deuteronomium	2	17	Jeremia	16	1	100
Leviticus	18	1	Jeremia	16	1	80
Jesaia	38	4	Ezechiel	23	1	80
Exodus	31	1	Numeri	17	16	100
Numeri	3	11	Jeremia	32	6	67
Deuteronomium	2	17	Ezechiel	22	1	100
Reges_I	6	11	Ezechiel	28	1	80
Jeremia	24	4	Ezechiel	37	15	100
Reges_II	23	31	Reges_II	24	18	68
Jeremia	1	4	Ezechiel	22	23	100
Numeri	3	44	Ezechiel	21	6	80
Leviticus	6	17	Ezechiel	33	23	80
Numeri	6	22	Numeri	27	6	80
Exodus	29	13	Leviticus	8	16	88
Leviticus	12	1	Jeremia	2	1	80
Leviticus	21	16	Numeri	28	1	100
Reges_II	15	34	Chronica_II	26	4	80
Numeri	9	9	Numeri	34	16	100
Jeremia	24	4	Ezechiel	28	1	100
Psalmi	19	1	Psalmi	20	1	100
Exodus	35	4	Leviticus	17	2	79
Reges_II	19	29	Jesaia	37	30	88
Numeri	7	37	Numeri	7	49	100
Leviticus	6	12	Numeri	9	9	100
Numeri	20	7	Ezechiel	18	1	80
Chronica_I	8	33	Chronica_I	9	39	100
Leviticus	15	6	Leviticus	15	27	67
Reges_II	14	18	Reges_II	15	6	69
Jesaia	8	5	Ezechiel	25	1	67
Leviticus	5	14	Reges_I	17	8	80
Ezechiel	16	1	Ezechiel	21	13	100
Exodus	25	1	Ezechiel	12	1	80
Leviticus	6	12	Ezechiel	34	1	80
Reges_I	8	18	Chronica_II	6	8	100
Numeri	34	1	Ezechiel	34	1	80
Leviticus	23	33	Sacharia	7	4	67
Exodus	16	11	Numeri	17	9	100
Leviticus	7	22	Ezechiel	28	11	80
Ezechiel	7	1	Ezechiel	16	1	100
Numeri	7	73	Numeri	7	79	100
Numeri	15	17	Numeri	16	20	83
Exodus	31	1	Samuel_I	15	10	67
Numeri	3	5	Numeri	31	1	100
Deuteronomium	2	17	Jeremia	13	8	100
Numeri	7	21	Numeri	7	45	100
Leviticus	13	22	Leviticus	13	27	75
Numeri	8	1	Ezechiel	36	16	80
Leviticus	22	1	Ezechiel	35	1	80
Exodus	30	22	Numeri	34	1	100
Leviticus	23	33	Ezechiel	12	21	80
Numeri	3	11	Numeri	20	7	100
Exodus	13	1	Jeremia	29	30	67
Leviticus	22	26	Numeri	34	16	100
Numeri	17	16	Numeri	20	7	100
Leviticus	7	22	Ezechiel	12	21	80
Leviticus	24	1	Ezechiel	28	11	80
Numeri	34	1	Ezechiel	16	1	80
Jesaia	12	4	Psalmi	105	1	67
Deuteronomium	18	17	Ezechiel	36	16	67
Leviticus	8	1	Leviticus	13	1	83
Exodus	40	1	Ezechiel	12	17	80
Genesis	10	6	Chronica_I	1	8	100
Leviticus	18	1	Ezechiel	24	15	80
Exodus	6	10	Sacharia	7	8	67
Leviticus	15	1	Leviticus	20	1	83
Leviticus	11	1	Numeri	4	1	100
Numeri	34	1	Ezechiel	28	1	80
Numeri	7	65	Numeri	7	71	76
Leviticus	10	8	Jeremia	35	12	67
Exodus	13	1	Numeri	5	5	100
Jeremia	24	4	Ezechiel	24	20	100
Numeri	25	16	Ezechiel	24	15	80
Numeri	35	9	Ezechiel	15	1	80
Josua	20	1	Ezechiel	12	26	80
Leviticus	12	1	Reges_I	17	8	80
Leviticus	21	16	Numeri	31	1	100
Numeri	2	1	Numeri	17	16	83
Exodus	14	1	Leviticus	5	14	100
Jeremia	37	20	Jeremia	38	26	67
Numeri	17	1	Numeri	28	1	100
Ezechiel	17	1	Ezechiel	28	1	100
Leviticus	14	1	Numeri	17	9	100
Ezechiel	12	1	Sacharia	7	8	80
Exodus	25	1	Leviticus	17	1	100
Exodus	13	1	Numeri	15	1	100
Numeri	16	23	Jeremia	32	26	67
Numeri	20	7	Ezechiel	22	1	80
Exodus	14	1	Reges_I	6	11	67
Leviticus	23	26	Sacharia	6	9	80
Leviticus	12	1	Jesaia	38	4	67
Leviticus	24	1	Numeri	26	52	100
Psalmi	14	7	Psalmi	53	7	87
Reges_II	23	2	Chronica_II	34	30	96
Samuel_II	10	1	Chronica_I	19	1	80
Exodus	6	2	Leviticus	23	26	71
Leviticus	21	16	Ezechiel	16	1	80
Exodus	16	11	Numeri	28	1	100
Reges_I	17	2	Ezechiel	21	23	100
Numeri	19	1	Ezechiel	30	1	67
Numeri	16	20	Ezechiel	21	6	67
Exodus	6	2	Exodus	13	1	71
Samuel_II	23	22	Chronica_I	11	24	100
Ezechiel	28	11	Sacharia	8	1	80
Leviticus	11	1	Ezechiel	33	1	67
Exodus	16	11	Numeri	15	37	80
Numeri	14	26	Ezechiel	11	14	67
Ezechiel	12	17	Ezechiel	30	1	100
Exodus	40	1	Ezechiel	34	1	80
Leviticus	18	1	Numeri	27	6	80
Jesaia	7	10	Jeremia	2	1	67
Ezechiel	20	2	Ezechiel	23	1	100
Numeri	4	17	Ezechiel	36	16	67
Leviticus	6	12	Josua	20	1	67
Exodus	6	2	Leviticus	4	1	71
Leviticus	22	26	Ezechiel	14	12	80
Numeri	3	11	Numeri	31	1	100
Ezechiel	22	17	Sacharia	4	8	100
Jona	3	1	Sacharia	6	9	67
Ezechiel	21	23	Sacharia	6	9	100
Numeri	3	11	Ezechiel	11	14	80
Leviticus	21	16	Numeri	25	10	100
Josua	20	1	Ezechiel	34	1	80
Exodus	13	1	Ezechiel	24	15	80
Leviticus	24	13	Deuteronomium	2	17	80
Numeri	34	16	Ezechiel	24	20	80
Leviticus	22	17	Ezechiel	22	23	80
Numeri	31	1	Ezechiel	14	12	80
Leviticus	7	22	Numeri	15	37	80
Numeri	15	1	Ezechiel	35	1	80
Numeri	9	9	Ezechiel	21	13	80
Exodus	13	1	Numeri	9	9	100
Psalmi	39	1	Psalmi	64	1	83
Jeremia	49	14	Obadia	1	1	67
Exodus	25	1	Leviticus	27	1	100
Leviticus	27	1	Ezechiel	36	16	80
Leviticus	14	33	Ezechiel	16	1	67
Numeri	9	9	Ezechiel	27	1	80
Numeri	17	16	Ezechiel	17	11	80
Numeri	17	16	Ezechiel	35	1	80
Leviticus	20	1	Sacharia	8	18	67
Reges_I	8	46	Chronica_II	6	36	93
Psalmi	9	1	Psalmi	40	1	71
Exodus	25	1	Ezechiel	36	16	80
Jeremia	32	6	Ezechiel	17	1	80
Exodus	31	1	Ezechiel	21	1	80
Exodus	30	11	Exodus	31	1	100
Leviticus	14	1	Ezechiel	34	1	80
Leviticus	5	20	Leviticus	27	1	100
Iob	9	1	Iob	21	1	100
Exodus	40	1	Leviticus	23	23	100
Numeri	7	4	Numeri	26	52	80
Ezechiel	24	15	Ezechiel	27	1	100
Numeri	33	27	Numeri	33	28	71
Reges_I	15	33	Reges_I	16	8	67
Reges_I	16	5	Reges_II	16	19	71
Exodus	31	1	Numeri	4	21	100
Leviticus	7	28	Ezechiel	17	1	80
Leviticus	23	1	Numeri	26	52	100
Ezechiel	13	1	Ezechiel	18	1	100
Ezechiel	12	26	Ezechiel	17	11	100
Leviticus	6	12	Leviticus	6	17	100
Ezechiel	13	1	Ezechiel	21	6	100
Leviticus	10	8	Ezechiel	16	1	80
Leviticus	23	33	Numeri	3	44	100
Exodus	13	1	Leviticus	23	33	100
Numeri	5	1	Jeremia	2	1	80
Leviticus	3	4	Leviticus	4	9	100
Numeri	15	37	Numeri	35	9	80
Numeri	29	19	Numeri	29	34	92
Deuteronomium	2	17	Psalmi	119	57	67
Jeremia	24	4	Ezechiel	12	21	100
Jeremia	33	19	Ezechiel	37	15	80
Leviticus	23	9	Jeremia	24	4	80
Numeri	4	21	Numeri	5	5	100
Deuteronomium	2	2	Jeremia	24	4	75
Leviticus	22	1	Leviticus	23	26	100
Numeri	1	48	Ezechiel	37	15	80
Ezechiel	12	26	Ezechiel	21	23	100
Daniel	3	2	Daniel	3	3	78
Numeri	19	1	Ezechiel	33	1	67
Leviticus	15	1	Leviticus	21	16	83
Ezechiel	12	17	Ezechiel	22	1	100
Numeri	5	11	Numeri	9	9	100
Numeri	16	20	Numeri	26	52	83
Leviticus	4	1	Ezechiel	24	20	80
Numeri	25	16	Jeremia	18	5	80
Leviticus	14	33	Ezechiel	21	6	67
Reges_I	15	31	Reges_II	1	18	71
Leviticus	6	12	Ezechiel	33	1	80
Leviticus	27	1	Ezechiel	11	14	80
Jeremia	32	26	Ezechiel	21	1	80
Leviticus	6	17	Ezechiel	22	1	80
Numeri	7	20	Numeri	7	56	100
Exodus	30	11	Leviticus	7	22	100
Numeri	4	17	Numeri	13	1	83
Exodus	14	1	Reges_I	17	2	80
Numeri	5	1	Jeremia	33	19	67
Numeri	27	15	Ezechiel	25	1	80
Leviticus	13	1	Numeri	27	6	67
Leviticus	22	1	Ezechiel	20	2	80
Leviticus	18	1	Ezechiel	22	17	80
Ezechiel	21	1	Ezechiel	33	1	100
Numeri	34	1	Ezechiel	28	11	80
Ezechiel	18	1	Sacharia	7	4	80
Jeremia	35	12	Ezechiel	16	1	80
Psalmi	84	1	Psalmi	85	1	75
Numeri	16	23	Jeremia	33	23	67
Leviticus	27	1	Numeri	8	23	100
Numeri	25	16	Reges_I	6	11	67
Jeremia	33	23	Ezechiel	18	1	80
Leviticus	15	6	Leviticus	15	22	87
Exodus	25	27	Exodus	37	14	100
Leviticus	22	26	Ezechiel	7	1	80
Jeremia	13	3	Ezechiel	22	23	80
Exodus	30	11	Leviticus	18	1	100
Leviticus	23	1	Reges_I	6	11	67
Leviticus	5	20	Ezechiel	11	14	80
Deuteronomium	2	17	Ezechiel	36	16	100
Leviticus	14	33	Ezechiel	12	17	67
Leviticus	20	1	Jeremia	13	3	67
Exodus	31	1	Leviticus	7	22	100
Leviticus	22	1	Leviticus	22	26	100
Leviticus	27	15	Leviticus	27	19	73
Jeremia	13	8	Ezechiel	7	1	100
Ezechiel	14	2	Ezechiel	16	1	100
Ezechiel	33	1	Sacharia	8	18	80
Reges_I	9	7	Chronica_II	7	20	71
Jeremia	18	5	Ezechiel	25	1	100
Exodus	40	1	Leviticus	14	33	83
Numeri	20	7	Ezechiel	7	1	80
Ezechiel	34	1	Jona	3	1	67
Numeri	19	1	Ezechiel	20	2	67
Leviticus	15	1	Ezechiel	11	14	67
Leviticus	11	1	Reges_I	17	8	67
Reges_I	17	2	Ezechiel	30	1	100
Leviticus	17	1	Numeri	5	5	100
Jeremia	16	1	Ezechiel	21	6	100
Leviticus	4	1	Numeri	14	26	83
Ezechiel	38	1	Sacharia	4	8	100
Numeri	5	1	Ezechiel	22	23	80
Reges_I	15	15	Chronica_II	15	18	70
Leviticus	21	16	Sacharia	7	4	67
Leviticus	19	1	Numeri	3	5	100
Exodus	31	1	Leviticus	5	20	100
Leviticus	24	13	Ezechiel	17	11	80
Numeri	4	17	Ezechiel	28	11	67
Leviticus	12	1	Numeri	20	7	100
Leviticus	12	1	Numeri	15	1	100
Numeri	4	17	Ezechiel	22	17	67
Numeri	8	1	Jeremia	2	1	80
Psalmi	40	1	Psalmi	62	1	71
Numeri	25	16	Ezechiel	14	12	80
Leviticus	27	1	Reges_I	17	2	80
Numeri	34	16	Ezechiel	21	1	80
Jesaia	38	4	Jeremia	32	26	67
Reges_II	13	8	Reges_II	21	25	67
Samuel_I	15	10	Ezechiel	14	2	80
Jeremia	33	19	Ezechiel	21	6	80
Reges_II	14	15	Reges_II	21	25	65
Leviticus	13	1	Numeri	15	37	67
Leviticus	13	1	Numeri	17	1	83
Leviticus	5	20	Numeri	17	1	100
Exodus	29	8	Exodus	40	14	100
Numeri	28	1	Ezechiel	15	1	80
Numeri	9	9	Jeremia	16	1	80
Numeri	25	16	Ezechiel	7	1	80
Numeri	17	1	Numeri	25	10	100
Numeri	17	1	Ezechiel	17	11	80
Samuel_II	22	47	Psalmi	18	47	100
Leviticus	7	22	Numeri	16	20	83
Ezechiel	38	1	Jona	3	1	67
Exodus	30	17	Jeremia	1	4	80
Exodus	25	20	Exodus	37	9	100
Numeri	3	5	Numeri	8	5	100
Numeri	15	17	Deuteronomium	2	17	80
Leviticus	23	23	Numeri	28	1	100
Leviticus	23	33	Ezechiel	27	1	80
Reges_II	15	21	Reges_II	16	19	71
Leviticus	23	1	Leviticus	23	26	100
Reges_II	19	22	Jesaia	37	23	92
Reges_I	17	2	Ezechiel	21	6	100
Leviticus	12	1	Ezechiel	22	17	80
Numeri	19	1	Numeri	34	1	83
Jeremia	2	1	Ezechiel	21	13	100
Jeremia	2	1	Ezechiel	17	1	100
Numeri	17	9	Jeremia	13	3	67
Leviticus	12	1	Ezechiel	12	26	80
Exodus	31	12	Numeri	35	9	80
Exodus	6	10	Ezechiel	17	1	80
Leviticus	20	1	Ezechiel	11	14	80
Numeri	1	28	Numeri	1	42	88
Psalmi	12	1	Psalmi	64	1	71
Leviticus	7	22	Ezechiel	38	1	80
Numeri	7	14	Numeri	7	26	100
Numeri	7	35	Numeri	7	83	76
Numeri	10	1	Jeremia	32	6	67
Leviticus	13	1	Leviticus	23	9	83
Ezechiel	12	26	Ezechiel	34	1	100
Leviticus	5	14	Sacharia	8	18	67
Numeri	5	5	Ezechiel	21	23	80
Numeri	9	9	Sacharia	7	8	67
Samuel_II	8	11	Chronica_I	18	11	65
Leviticus	19	1	Jeremia	32	6	67
Leviticus	4	1	Leviticus	23	26	100
Numeri	20	7	Ezechiel	36	16	80
Numeri	25	16	Ezechiel	33	23	80
Numeri	26	52	Ezechiel	18	1	80
Ezechiel	35	1	Sacharia	4	8	100
Esra	2	3	Nehemia	7	8	100
Leviticus	13	1	Jeremia	13	8	67
Numeri	5	11	Ezechiel	13	1	80
Leviticus	5	14	Ezechiel	7	1	80
Leviticus	6	12	Numeri	17	16	100
Exodus	20	12	Deuteronomium	5	16	82
Numeri	5	5	Numeri	10	1	100
Exodus	6	10	Sacharia	7	4	67
Numeri	6	22	Numeri	34	16	100
Reges_I	15	7	Reges_II	16	19	65
Leviticus	27	1	Numeri	17	9	100
Samuel_II	24	16	Chronica_I	21	15	68
Exodus	30	17	Ezechiel	28	20	80
Samuel_II	22	31	Proverbia	30	5	67
Esra	2	31	Nehemia	7	12	86
Reges_I	22	46	Reges_II	16	19	76
Leviticus	7	28	Leviticus	15	1	83
Numeri	4	17	Numeri	10	1	83
Ezechiel	17	11	Ezechiel	38	1	100
Leviticus	22	26	Jeremia	33	23	67
Leviticus	23	26	Ezechiel	20	2	80
Numeri	7	20	Numeri	7	32	100
Leviticus	22	26	Ezechiel	12	21	80
Leviticus	18	1	Ezechiel	30	1	80
Leviticus	20	1	Ezechiel	22	1	80
Reges_I	17	2	Ezechiel	24	15	100
Reges_II	24	18	Jeremia	52	1	100
Psalmi	5	1	Psalmi	40	1	83
Numeri	7	44	Numeri	7	68	100
Exodus	16	11	Ezechiel	12	26	80
Ezechiel	7	1	Ezechiel	36	16	100
Exodus	6	10	Jeremia	33	19	67
Ezechiel	11	14	Ezechiel	34	1	100
Samuel_II	5	20	Chronica_I	14	11	71
Numeri	17	16	Numeri	18	25	100
Numeri	8	5	Ezechiel	35	1	80
Numeri	19	1	Ezechiel	28	20	67
Leviticus	23	9	Leviticus	23	23	100
Exodus	13	1	Leviticus	24	1	100
Numeri	28	1	Numeri	35	9	100
Deuteronomium	2	2	Ezechiel	21	13	75
Deuteronomium	2	2	Ezechiel	28	20	75
Psalmi	105	10	Chronica_I	16	17	100
Leviticus	17	1	Numeri	6	22	100
Leviticus	15	7	Numeri	19	8	71
Numeri	4	17	Ezechiel	18	1	67
Exodus	30	17	Numeri	31	1	100
Numeri	7	16	Numeri	7	46	100
Leviticus	23	23	Sacharia	7	8	67
Exodus	40	1	Numeri	25	10	100
Ezechiel	38	1	Sacharia	8	18	80
Iob	3	2	Iob	21	1	100
Reges_I	17	8	Ezechiel	7	1	100
Ezechiel	34	1	Ezechiel	35	1	100
Exodus	16	11	Numeri	25	10	100
Exodus	13	1	Numeri	15	17	100
Leviticus	5	14	Jeremia	13	3	67
Jeremia	1	4	Ezechiel	15	1	100
Exodus	40	1	Numeri	26	52	100
Jeremia	1	4	Jona	3	1	67
Reges_I	6	11	Ezechiel	30	1	80
Reges_II	12	20	Reges_II	14	18	69
Leviticus	18	4	Ezechiel	20	19	91
Leviticus	12	1	Jeremia	32	6	67
Leviticus	15	11	Leviticus	15	27	69
Numeri	13	1	Numeri	17	16	100
Jeremia	33	23	Ezechiel	36	16	80
Ezechiel	24	15	Ezechiel	35	1	100
Numeri	8	5	Numeri	28	1	100
Jesaia	38	4	Ezechiel	21	1	80
Numeri	34	16	Jeremia	33	19	67
Reges_I	8	8	Chronica_II	5	9	89
Leviticus	7	28	Numeri	34	1	100
Leviticus	20	1	Numeri	19	1	83
Numeri	34	16	Ezechiel	14	12	80
Numeri	15	1	Ezechiel	6	1	80
Leviticus	23	26	Ezechiel	33	1	80
Exodus	8	26	Exodus	10	18	88
Reges_I	10	9	Chronica_II	9	8	90
Numeri	31	1	Ezechiel	24	20	80
Exodus	26	19	Exodus	36	24	100
Genesis	10	7	Chronica_I	1	9	100
Samuel_I	15	10	Ezechiel	23	1	80
Leviticus	17	1	Ezechiel	28	11	80
Leviticus	13	1	Leviticus	27	1	83
Reges_I	11	43	Chronica_II	21	1	69
Reges_II	16	4	Chronica_II	28	4	100
Leviticus	22	17	Ezechiel	25	1	80
Exodus	30	11	Ezechiel	33	23	80
Numeri	4	23	Numeri	4	30	100
Ezechiel	17	11	Ezechiel	33	23	100
Numeri	8	23	Numeri	19	1	83
Exodus	7	8	Numeri	15	37	80
Numeri	34	1	Ezechiel	22	1	80
Leviticus	22	17	Numeri	17	9	100
Numeri	4	21	Ezechiel	13	1	80
Numeri	7	31	Numeri	7	55	100
Leviticus	21	16	Numeri	31	25	80
Numeri	7	22	Numeri	7	82	100
Exodus	13	1	Jeremia	32	26	67
Leviticus	24	1	Ezechiel	13	1	80
Exodus	14	1	Numeri	16	23	100
Numeri	31	1	Ezechiel	17	1	80
Leviticus	14	1	Josua	20	1	67
Leviticus	27	1	Ezechiel	33	1	80
Psalmi	8	1	Psalmi	41	1	71
Reges_II	18	21	Jesaia	36	6	95
Ezechiel	16	1	Ezechiel	34	1	100
Leviticus	19	1	Jeremia	2	1	80
Numeri	3	44	Numeri	4	17	83
Leviticus	7	22	Ezechiel	20	2	80
Leviticus	20	1	Ezechiel	20	2	80
Jesaia	8	5	Jeremia	18	5	67
Psalmi	21	1	Psalmi	40	1	100
Samuel_I	15	10	Sacharia	8	1	67
Ezechiel	14	2	Ezechiel	20	2	100
Exodus	13	1	Leviticus	14	1	100
Reges_I	7	42	Chronica_II	4	13	100
Leviticus	8	1	Jeremia	13	8	80
Ezechiel	24	20	Sacharia	6	9	100
Numeri	7	63	Numeri	7	81	100
Leviticus	10	8	Numeri	31	1	67
Leviticus	20	1	Ezechiel	22	17	80
Numeri	7	23	Numeri	7	71	76
Ezechiel	48	4	Ezechiel	48	26	67
Josua	20	1	Sacharia	4	8	80
Exodus	25	1	Deuteronomium	2	17	80
Leviticus	19	1	Ezechiel	11	14	80
Leviticus	18	1	Sacharia	6	9	80
Ezechiel	7	1	Ezechiel	21	13	100
Leviticus	5	20	Reges_I	17	2	80
Leviticus	23	23	Ezechiel	12	26	80
Leviticus	7	28	Leviticus	23	33	100
Exodus	12	28	Numeri	1	54	77
Deuteronomium	6	25	Deuteronomium	31	5	69
Ezechiel	22	1	Ezechiel	23	1	100
Leviticus	22	17	Josua	20	1	67
Leviticus	22	17	Numeri	25	10	100
Numeri	15	17	Jesaia	38	4	67
Ezechiel	27	1	Ezechiel	30	1	100
Genesis	36	42	Chronica_I	1	53	100
Leviticus	6	1	Numeri	16	20	83
Exodus	23	17	Exodus	34	23	73
Exodus	40	1	Leviticus	8	1	100
Exodus	30	22	Ezechiel	24	20	80
Numeri	3	11	Ezechiel	27	1	80
Numeri	3	44	Ezechiel	15	1	80
Numeri	10	1	Numeri	13	1	100
Numeri	13	1	Numeri	27	15	100
Samuel_II	10	5	Chronica_I	19	5	86
Leviticus	15	10	Leviticus	15	22	67
Numeri	1	48	Numeri	31	1	100
Leviticus	7	22	Ezechiel	22	17	80
Leviticus	27	5	Leviticus	27	7	72
Leviticus	15	1	Numeri	4	17	100
Numeri	13	1	Numeri	25	16	100
Leviticus	8	1	Numeri	34	16	100
Leviticus	22	1	Numeri	16	23	100
Ezechiel	20	14	Ezechiel	20	22	79
Leviticus	21	16	Ezechiel	22	17	80
Leviticus	23	1	Ezechiel	17	11	80
Leviticus	27	1	Josua	20	1	67
Leviticus	13	1	Ezechiel	24	15	67
Reges_II	10	34	Reges_II	16	19	71
Numeri	16	20	Ezechiel	20	2	67
Leviticus	11	1	Ezechiel	25	1	67
Ezechiel	12	15	Ezechiel	30	26	92
Exodus	25	1	Ezechiel	27	1	80
Chronica_I	25	27	Chronica_I	25	29	75
Numeri	17	9	Reges_I	17	8	80
